Diet,Scope1+2_share_pct,Scope3_share_pct
Monitor 2024,51.616897948800045,48.38310205119996
Amsterdam Theoretical,47.240654019744376,52.759345980255624
Metropolitan,50.04736302136262,49.95263697863737
Metabolic Balance,51.54003214810137,48.45996785189865
Dutch Goal,41.56582571760177,58.434174282398224
Amsterdam Goal,38.60347142376163,61.396528576238374
EAT-Lancet,38.416264156107985,61.583735843892015
Schijf van Vijf (50-50),43.39438168523267,56.60561831476733
Mediterranean Diet,41.7532396580662,58.2467603419338
